,AD_kcal,affinity_moles,affinity_type,affinity_value,data_type,gauss1,gauss2,hydrogen,hydrophobic,kcal,name,repulsion,series
0,-8.23901,2.7e-07,uM,0.27,Ki,145.50898,2824.91996,8.32748,76.45133,-9.015919435644824,5er2,6.07728,refined-2018
0,-8.62461,2.7e-07,nM,270.0,Kd,118.33936,1701.27898,9.81386,0.0,-9.015919435644824,5evz,7.85919,refined-2018
0,-8.18044,2.7e-07,uM,0.27,Kd,106.90165,1754.59618,6.65593,69.00725,-9.015919435644824,5g1a,8.2795,refined-2018
0,-8.41762,2.7e-07,nM,270.0,Kd,110.57243,1748.91057,1.12578,43.19018,-9.015919435644824,5vcy,2.71114,refined-2018
0,-7.61366,2.6400000000000003e-07,nM,264.0,Kd,93.86451,1358.60574,6.84685,10.13882,-9.029315505018236,1k1i,3.95554,refined-2018
0,-8.23768,2.62e-07,uM,0.262,Kd,83.36465,1665.60619,1.72308,83.14607,-9.033848606711764,2p7z,3.7462,refined-2018
0,-4.95784,2.62e-07,uM,0.262,Ki,65.58828,747.1317,1.0,34.29248,-9.033848606711764,3pb9,2.91202,refined-2018
0,-6.90633,2.63e-07,nM,263.0,Ki,83.61582,1048.03271,9.81402,4.09923,-9.03157774682259,4cd4,5.42457,refined-2018
0,-8.90789,2.6e-07,nM,260.0,Kd,149.22243,1980.91088,11.17022,41.36919,-9.038416445155399,1b58,6.86808,refined-2018
0,-9.41086,2.6e-07,nM,260.0,Ki,187.90688,2887.32193,11.0236,103.83818,-9.038416445155399,1fiv,11.78948,refined-2018
0,-9.36617,2.6e-07,uM,0.26,Ki,148.33662,2461.99743,9.25287,65.36152,-9.038416445155399,1izi,6.08911,refined-2018
0,-4.23536,2.6e-07,uM,0.26,Ki,51.49272,882.39486,6.61116,0.0,-9.038416445155399,2e91,5.85094,refined-2018
0,-8.74801,2.6e-07,uM,0.26,Ki,81.58909,1353.00001,1.10815,35.39809,-9.038416445155399,2pvh,1.7673,refined-2018
0,-11.29064,2.6e-07,uM,0.26,Ki,158.69347,2583.17933,7.80691,77.13594,-9.038416445155399,2pwr,8.3944,refined-2018
0,-4.93139,2.6e-07,uM,0.26,Ki,58.25552,996.75672,5.66846,9.24574,-9.038416445155399,3gs6,4.14863,refined-2018
0,-7.98571,2.6e-07,nM,260.0,Ki,143.76971,2166.27597,8.58027,58.24312,-9.038416445155399,3t8v,7.74208,refined-2018
0,-10.40577,2.6e-07,uM,0.26,Kd,122.27559,1689.42384,3.27466,69.15606,-9.038416445155399,4qnb,3.26853,refined-2018
0,-8.80191,2.6e-07,nM,260.0,Ki,83.84768,1088.03383,9.14812,28.30398,-9.038416445155399,4xas,5.7994,refined-2018
0,-4.43272,2.6e-07,uM,0.26,Ki,58.70964,876.00659,2.0,0.0,-9.038416445155399,5ew0,3.21847,refined-2018
0,-5.32373,2.6e-07,uM,0.26,Kd,43.5005,1027.00377,1.90662,37.97988,-9.038416445155399,5l4i,3.61384,refined-2018
0,-7.97745,2.5399999999999997e-07,uM,0.254,Kd,104.21667,1834.29174,10.9831,0.0,-9.052333808834005,1b38,8.57365,refined-2018
0,-5.35381,2.5e-07,uM,0.25,Ki,143.90856,1557.39033,9.55737,56.73167,-9.06179591226607,1g7g,11.24436,refined-2018
0,-6.17619,2.5e-07,uM,0.25,Ki,81.11608,1670.85838,3.92937,24.70731,-9.06179591226607,1jzs,2.17192,refined-2018
0,-6.77217,2.5e-07,uM,0.25,Kd,145.34407,2397.56933,6.12071,175.31994,-9.06179591226607,2euk,4.39485,refined-2018
0,-5.65384,2.4899999999999997e-07,uM,0.249,Ki,91.15066,1089.56791,11.29337,5.43516,-9.064185093821143,2f7p,9.79701,refined-2018
0,-7.31753,2.5e-07,uM,0.25,Ki,95.05566,1149.43222,4.67793,37.50306,-9.06179591226607,2j4g,4.91224,refined-2018
0,-5.51731,2.5e-07,uM,0.25,Kd,50.06405,602.58782,9.18289,2.0,-9.06179591226607,2jdp,4.7941,refined-2018
0,-6.2191,2.5e-07,uM,0.25,Ki,88.70716,1450.83315,4.00278,15.13419,-9.06179591226607,2wly,4.99741,refined-2018
0,-6.19138,2.49e-07,nM,249.0,Ki,74.24022,687.23159,9.04586,11.86779,-9.064185093821143,3dln,4.87483,refined-2018
0,-5.13616,2.5e-07,uM,0.25,Kd,72.40951,590.3014,4.87001,18.63087,-9.06179591226607,3ip6,4.4115,refined-2018
0,-6.61469,2.5000000000000004e-07,nM,250.0,Ki,73.45172,1289.07828,1.91429,10.38091,-9.06179591226607,3lxe,3.30326,refined-2018
0,0.97095,2.5e-07,uM,0.25,Kd,113.09058,1337.53359,3.1811,27.42283,-9.06179591226607,3v3q,18.41365,refined-2018
0,-9.64633,2.5e-07,uM,0.25,Kd,98.97923,1471.53242,1.31222,29.81643,-9.06179591226607,4dkq,1.21413,refined-2018
0,-4.62108,2.5e-07,uM,0.25,Kd,149.73595,1921.31637,9.29121,23.16854,-9.06179591226607,4h75,9.00276,refined-2018
0,-6.51573,2.51e-07,nM,251.0,Kd,64.78772,1113.27351,1.80709,32.13766,-9.059416268387299,4mr6,1.48091,refined-2018
0,-8.10034,2.54e-07,nM,254.0,Ki,145.96555,1995.42599,8.85516,24.43663,-9.052333808834005,4oc1,9.22904,refined-2018
0,-14.53813,2.5000000000000004e-07,nM,250.0,Kd,263.53974,3553.44617,25.47858,0.0,-9.06179591226607,4x8o,14.2614,refined-2018
0,-6.30183,2.5e-07,uM,0.25,Kd,114.13646,1339.87569,1.66623,27.77775,-9.06179591226607,4zzd,4.80933,refined-2018
0,-8.18355,2.5000000000000004e-07,nM,250.0,Kd,73.14703,1155.67184,1.86853,60.57958,-9.06179591226607,5i88,1.43412,refined-2018
0,-9.93991,2.5e-07,uM,0.25,Ki,94.02944,1553.98942,1.17406,54.30164,-9.06179591226607,5l7e,2.01138,refined-2018
0,-8.49295,2.5000000000000004e-07,nM,250.0,Kd,110.08346,1473.47836,3.86473,53.58809,-9.06179591226607,5nw1,3.51473,refined-2018
0,-5.1948,2.4000000000000003e-07,nM,240.0,Ki,98.55001,1193.96832,6.6208,0.0,-9.086129903199595,1afk,6.68562,refined-2018
0,-5.46478,2.4000000000000003e-07,nM,240.0,Kd,65.07056,675.24164,8.35223,9.13058,-9.086129903199595,1ii5,4.90544,refined-2018
0,-8.78116,2.4e-07,uM,0.24,Kd,163.50471,1692.03813,11.3106,0.0,-9.086129903199595,2ews,8.97623,refined-2018
0,-5.52584,2.4000000000000003e-07,nM,240.0,Kd,91.08324,972.29719,8.82647,0.0,-9.086129903199595,2j7b,8.27052,refined-2018
0,-6.83688,2.4e-07,uM,0.24,Kd,74.39134,1121.6722,4.85638,33.83114,-9.086129903199595,2jgs,4.32548,refined-2018
0,-8.92799,2.4e-07,uM,0.24,Kd,82.59694,1671.64209,2.65308,36.69269,-9.086129903199595,2vwc,3.40581,refined-2018
0,-7.16167,2.39e-07,nM,239.0,Kd,95.4915,1228.0526,5.85318,9.55244,-9.088618842097382,3ljo,3.81043,refined-2018
0,-7.37009,2.4e-07,uM,0.24,Ki,133.24999,1281.72239,7.19838,32.91704,-9.086129903199595,3ozp,7.82148,refined-2018
0,-7.27982,2.4e-07,uM,0.24,Kd,82.03872,1145.29462,2.96838,27.18436,-9.086129903199595,4btk,2.76261,refined-2018
0,-9.21147,2.4199999999999997e-07,uM,0.242,Ki,149.90373,2690.86241,6.16011,100.76641,-9.081182986841755,4er1,6.62291,refined-2018
0,-7.31005,2.4e-07,uM,0.24,Ki,72.32402,1103.84976,0.37109,24.88855,-9.086129903199595,4gfo,1.41972,refined-2018
0,-6.99783,2.39e-07,nM,239.0,Kd,65.55896,1188.00399,2.8664,20.26545,-9.088618842097382,4mpn,2.63426,refined-2018
0,-9.46391,2.4e-07,uM,0.24,Kd,137.54577,1351.32788,13.45473,0.0,-9.086129903199595,4rd0,7.32909,refined-2018
0,-6.33359,2.32e-07,nM,232.0,Ki,62.0882,1237.38657,1.66772,33.00787,-9.106338618153467,2x7t,2.58396,refined-2018
0,-7.48128,2.3599999999999997e-07,uM,0.236,Ki,68.77932,1311.18285,1.0,55.75412,-9.096148626427988,2yfe,1.17012,refined-2018
0,-8.54092,2.3600000000000002e-07,nM,236.0,Kd,111.98151,1565.61272,0.17382,66.27465,-9.096148626427988,3f8f,3.20288,refined-2018
0,-7.56349,2.3500000000000003e-07,nM,235.0,Ki,57.66832,1163.18507,1.71239,18.60171,-9.098679840422422,4k77,1.49861,refined-2018
0,-6.54586,2.3700000000000002e-07,nM,237.0,Kd,64.49469,1121.53853,1.63893,44.94326,-9.093628115273104,4lyw,0.97479,refined-2018
0,-10.0823,2.3500000000000003e-07,nM,235.0,Ki,81.17076,1248.60447,1.0,73.28522,-9.098679840422422,4xip,1.46139,refined-2018
0,-5.75548,2.33e-07,uM,0.233,Kd,78.55919,1209.49412,5.27403,27.96204,-9.103774743233242,5jt9,4.75318,refined-2018
0,-8.95112,2.3699999999999996e-07,uM,0.237,Ki,82.53889,1342.63664,0.0,56.49433,-9.093628115273104,6b97,0.94819,refined-2018
0,-3.25113,2.3e-07,uM,0.23,Ki,39.58139,598.42552,5.68742,1.2075,-9.111499689354638,1lcp,4.70651,refined-2018
0,-6.96917,2.3e-07,uM,0.23,Ki,126.47944,1699.19437,5.6548,56.78305,-9.111499689354638,1sln,7.02449,refined-2018
0,-9.03369,2.3e-07,uM,0.23,Ki,122.94378,1249.47016,8.80884,0.0,-9.111499689354638,2b1g,6.0851,refined-2018
0,-8.26043,2.3e-07,uM,0.23,Ki,76.04848,1157.30464,3.61929,70.13945,-9.111499689354638,2d3z,3.07802,refined-2018
0,-6.70771,2.3e-07,uM,0.23,Ki,62.36555,1053.96878,6.23755,34.12512,-9.111499689354638,2za0,4.34443,refined-2018
0,-8.23586,2.3e-07,uM,0.23,Kd,62.02465,1168.93583,0.92768,31.77584,-9.111499689354638,3b26,1.11013,refined-2018
0,-5.64331,2.3000000000000002e-07,nM,230.0,Ki,62.99334,964.85381,6.6696,0.0,-9.111499689354638,3fee,5.16939,refined-2018
0,-8.23816,2.3e-07,uM,0.23,Kd,163.38018,1912.37044,6.00009,30.10888,-9.111499689354638,5i2e,9.13895,refined-2018
0,-7.86109,2.3000000000000002e-07,nM,230.0,Kd,96.51957,1446.76639,1.63375,29.36774,-9.111499689354638,5ko1,2.41877,refined-2018
0,-9.24805,2.2900000000000003e-07,nM,229.0,Kd,107.67736,1714.5316,2.29007,42.1772,-9.114097079085072,5nk8,3.57414,refined-2018
0,-6.9146,2.2500000000000002e-07,nM,225.0,Kd,76.08979,760.71208,10.67488,3.83744,-9.1246013156497,2j75,5.83525,refined-2018
0,-5.13214,2.26e-07,nM,226.0,Ki,54.2474,914.09206,1.74558,28.42412,-9.121957852337546,3mzc,2.95339,refined-2018
0,-2.56429,2.2500000000000002e-07,nM,225.0,Ki,55.16305,717.15972,3.29233,0.19316,-9.1246013156497,4yha,5.549,refined-2018
0,-6.72804,2.1999999999999998e-07,uM,0.22,Kd,118.70476,1290.96863,6.37001,0.0,-9.137997385023112,1a4r,5.88377,refined-2018
0,-5.19993,2.1999999999999998e-07,uM,0.22,Ki,58.29408,1034.04161,5.52745,20.7075,-9.137997385023112,1cps,5.18371,refined-2018
0,-2.92444,2.1999999999999998e-07,uM,0.22,Ki,157.3566,1669.87398,2.0,43.1915,-9.137997385023112,1elc,13.89895,refined-2018
0,-8.5742,2.1999999999999998e-07,uM,0.22,Ki,89.00031,1392.69374,1.92178,35.17793,-9.137997385023112,1pxp,3.12573,refined-2018
0,-8.92258,2.1999999999999998e-07,uM,0.22,Ki,155.10202,1988.46223,15.31187,0.64372,-9.137997385023112,1wur,13.30053,refined-2018
0,-8.24694,2.2e-07,nM,220.0,Ki,88.45547,1120.50801,6.41133,20.64967,-9.137997385023112,2xj7,4.72585,refined-2018
0,-4.40755,2.2e-07,nM,220.0,Ki,74.79007,829.15904,0.90832,56.24369,-9.137997385023112,2yz3,3.99048,refined-2018
0,-7.76061,2.1999999999999998e-07,uM,0.22,Ki,64.63902,1109.68907,1.0,53.38499,-9.137997385023112,3pwd,2.42333,refined-2018
0,-8.5003,2.1999999999999998e-07,uM,0.22,Ki,86.95692,1201.26998,9.72929,23.85188,-9.137997385023112,3zj6,5.18982,refined-2018
0,-5.58065,2.1700000000000002e-07,nM,217.0,Kd,78.00545,1057.67717,7.473,6.907,-9.146181952958287,4v27,5.94304,refined-2018
0,-6.76007,2.18e-07,uM,0.218,Kd,60.52438,1006.98205,0.64783,64.31461,-9.143441258475178,5cy9,1.01079,refined-2018
0,-11.27971,2.1999999999999998e-07,uM,0.22,Kd,103.94868,1319.45515,1.08907,72.18549,-9.137997385023112,5wyx,1.27353,refined-2018
0,-4.064,2.14e-07,nM,214.0,Kd,57.96405,874.47607,4.56316,21.4918,-9.15448046284923,3g19,3.81596,refined-2018
0,-10.78286,2.13e-07,uM,0.213,Ki,154.94593,1708.95108,8.66583,41.2356,-9.157272505424368,5fho,7.11547,refined-2018
0,-9.12696,2.1599999999999998e-07,uM,0.216,Ki,77.5346,1320.40713,1.74666,30.30892,-9.148935306583224,5op5,1.73948,refined-2018
0,-6.11485,2.0999999999999997e-07,uM,0.21,Ki,78.59346,799.30483,4.27906,7.03492,-9.165727966343072,1c5x,3.60092,refined-2018
0,-5.30405,2.1e-07,nM,210.0,Kd,64.15149,811.99884,9.85544,0.0,-9.165727966343072,1mai,5.50697,refined-2018
0,-8.48727,2.1e-07,nM,210.0,Kd,105.87454,1234.27699,7.25434,0.0,-9.165727966343072,2fqw,4.96367,refined-2018
0,-8.62953,2.0999999999999997e-07,uM,0.21,Kd,62.32509,1259.56462,1.54919,28.3367,-9.165727966343072,2iwx,1.75515,refined-2018
0,-8.14594,2.0999999999999997e-07,uM,0.21,Ki,90.6866,1350.68863,5.01191,29.92073,-9.165727966343072,2qbs,3.22309,refined-2018
0,-5.84708,2.09e-07,nM,209.0,Kd,85.74828,1107.17267,10.54419,0.0,-9.168573317807532,3o75,8.39992,refined-2018
0,-11.15326,2.08e-07,nM,208.0,Ki,145.18961,1899.30415,5.40879,55.09847,-9.1714323160938,3su1,4.39719,refined-2018
0,-6.08434,2.0999999999999997e-07,uM,0.21,Kd,60.23678,1104.81064,9.76889,3.79027,-9.165727966343072,3zhx,6.32662,refined-2018
0,-9.055,2.1e-07,nM,210.0,Ki,165.37256,2797.89723,6.59314,60.05901,-9.165727966343072,4ca8,9.50496,refined-2018
0,-6.67104,2.0999999999999997e-07,uM,0.21,Ki,97.15911,1284.68323,6.12249,25.61334,-9.165727966343072,4ew2,3.60825,refined-2018
0,-7.1278,2.08e-07,nM,208.0,Ki,83.25064,935.91929,8.03365,2.53048,-9.1714323160938,5o4f,5.51946,refined-2018
0,-8.96468,2.0999999999999997e-07,uM,0.21,Kd,84.7336,1471.23526,9.01123,17.96782,-9.165727966343072,6ayi,5.57267,refined-2018
0,-5.4884,2.0600000000000002e-07,nM,206.0,Ki,68.91408,1015.50608,5.318,19.40671,-9.177191781188286,2jew,3.8994,refined-2018
0,-7.81941,2.0500000000000002e-07,nM,205.0,Kd,80.35311,1233.32331,2.25346,32.5817,-9.18009251683935,2xn5,1.60933,refined-2018
0,-6.14081,2.02e-07,nM,202.0,Kd,51.18625,615.38695,10.17467,2.0,-9.188880390982897,5a6x,4.77114,refined-2018
0,-5.25915,2.0640000000000002e-07,nM,206.4,Kd,64.33954,915.89404,8.35705,15.08986,-9.17603542777038,5fs5,4.89818,refined-2018
0,-9.50379,2e-07,uM,0.2,Kd,165.58941,2210.03825,11.77329,66.76587,-9.194811783204472,1b0h,9.37016,refined-2018
0,-7.60828,2.0000000000000002e-07,nM,200.0,Kd,127.45929,1727.11422,11.04205,33.85126,-9.194811783204472,1b3g,7.34001,refined-2018
0,-2.62344,2e-07,uM,0.2,Ki,108.9212,1501.42426,3.70283,52.95979,-9.194811783204472,1eld,13.85645,refined-2018
0,-7.39896,2e-07,uM,0.2,Ki,65.39743,843.75847,5.1138,19.12639,-9.194811783204472,1f3e,3.00242,refined-2018
0,-6.00442,2e-07,uM,0.2,Ki,81.80719,1067.22568,10.75389,0.0,-9.194811783204472,1koj,7.23794,refined-2018
0,-3.92866,2e-07,uM,0.2,Kd,34.37995,509.06693,6.70386,0.0,-9.194811783204472,1nki,4.32107,refined-2018
0,-5.84426,2e-07,uM,0.2,Ki,74.80907,680.21298,8.53463,6.28984,-9.194811783204472,2a5s,4.79743,refined-2018
0,-6.09739,2e-07,uM,0.2,Kd,125.58819,2052.48437,5.40818,132.02951,-9.194811783204472,2evl,4.88175,refined-2018
0,-5.94162,2e-07,uM,0.2,Ki,59.50547,861.19689,0.0,31.21536,-9.194811783204472,2oxx,2.04109,refined-2018
0,-10.58934,2e-07,uM,0.2,Kd,169.13088,1899.36327,19.56773,10.45209,-9.194811783204472,2py4,14.04908,refined-2018
0,-6.34503,2e-07,uM,0.2,Ki,57.73225,990.06213,2.0554,14.68659,-9.194811783204472,3eko,1.918,refined-2018
0,-4.73438,2e-07,uM,0.2,Kd,51.28022,1205.84942,10.40105,8.07896,-9.194811783204472,3hzk,6.77081,refined-2018
0,-5.39934,2e-07,uM,0.2,Kd,70.36573,1037.13539,1.80778,23.62747,-9.194811783204472,3mhi,2.91529,refined-2018
0,-5.29889,2e-07,uM,0.2,Kd,52.31666,814.88268,3.80087,20.71947,-9.194811783204472,3pck,3.88142,refined-2018
0,-4.46806,2e-07,uM,0.2,Kd,57.87514,817.48489,1.65274,22.20753,-9.194811783204472,3pgu,2.05626,refined-2018
0,-8.3723,2e-07,uM,0.2,Ki,89.9165,1413.1863,2.25812,54.93474,-9.194811783204472,3t60,2.01133,refined-2018
0,-8.44527,2e-07,uM,0.2,Ki,93.27108,1287.17112,2.40313,60.02835,-9.194811783204472,3t64,2.16369,refined-2018
0,-5.76062,2e-07,uM,0.2,Kd,57.96883,1114.78098,5.85444,17.66967,-9.194811783204472,4ewn,3.0576,refined-2018
0,-8.21395,2.0000000000000002e-07,nM,200.0,Ki,63.43527,1146.56312,1.69896,20.10664,-9.194811783204472,4f09,1.39987,refined-2018
0,-6.01312,2e-07,uM,0.2,Kd,74.33752,671.99425,8.50641,11.45155,-9.194811783204472,4io2,4.65324,refined-2018
0,-7.65489,2e-07,uM,0.2,Kd,116.35274,1071.48566,10.68353,0.0,-9.194811783204472,4jyc,5.8669,refined-2018
0,-9.81519,2e-07,uM,0.2,Ki,151.71982,1860.30419,8.54984,48.78601,-9.194811783204472,4jz1,7.00232,refined-2018
0,-11.09035,2e-07,uM,0.2,Kd,138.68351,1667.81902,5.73461,61.24158,-9.194811783204472,4m13,4.83556,refined-2018
0,-6.25813,2e-07,uM,0.2,Kd,62.40169,1128.32849,2.75985,18.28775,-9.194811783204472,4m14,2.63096,refined-2018
0,-8.19685,2e-07,uM,0.2,Ki,112.75642,1722.85043,1.80265,56.74849,-9.194811783204472,4o2p,4.09013,refined-2018
0,-7.01807,2e-07,uM,0.2,Kd,108.28954,1328.47327,6.438,83.06844,-9.194811783204472,5g17,7.4557,refined-2018
0,-8.38452,2.0000000000000002e-07,nM,200.0,Kd,116.79577,1482.82277,3.98094,44.38001,-9.194811783204472,5nvv,4.05051,refined-2018
0,-5.6386,1.95e-07,nM,195.0,Ki,77.16756,1206.57757,8.5532,26.29388,-9.209903728543905,2f94,7.30974,refined-2018
0,-6.61567,1.9400000000000002e-07,nM,194.0,Ki,99.89894,1257.38144,9.85196,0.0,-9.212968516786106,4cd5,7.50136,refined-2018
0,-9.68956,1.97e-07,nM,197.0,Kd,110.83929,1711.34697,10.20774,44.95225,-9.20382102270304,4pvy,7.96334,refined-2018
0,-7.25095,1.94e-07,uM,0.194,Ki,79.50592,1388.78583,1.56353,24.84966,-9.212968516786106,5op4,1.85599,refined-2018
0,-3.22959,1.9300000000000002e-07,nM,193.0,Ki,45.03397,721.1057,1.85865,3.54462,-9.216049143797552,5tt3,3.15462,refined-2018
0,-8.84441,1.8999999999999998e-07,uM,0.19,Kd,65.02523,1355.11353,0.0,81.45176,-9.225387715988889,1rbp,0.5563,refined-2018
0,-6.12804,1.8999999999999998e-07,uM,0.19,Kd,51.80634,652.86759,10.98351,1.0,-9.225387715988889,2jdu,5.56204,refined-2018
0,-6.83177,1.8999999999999998e-07,uM,0.19,Kd,81.89657,739.95181,3.37343,21.75196,-9.225387715988889,2vpn,2.66826,refined-2018
0,-11.06332,1.9200000000000003e-07,nM,192.0,Ki,171.17297,1903.63583,1.63644,55.87753,-9.219145774137994,2xc0,3.85083,refined-2018
0,-4.93866,1.8999999999999998e-07,uM,0.19,Kd,39.59746,615.90878,1.0,24.42234,-9.225387715988889,3aqt,0.95216,refined-2018
0,-8.67972,1.8999999999999998e-07,uM,0.19,Ki,127.92672,1639.2456,10.78307,51.06775,-9.225387715988889,3gst,7.58021,refined-2018
0,-5.2386,1.8999999999999998e-07,uM,0.19,Ki,85.67344,1345.22555,6.78079,0.0,-9.225387715988889,3l4v,5.30245,refined-2018
0,-5.32867,1.8999999999999998e-07,uM,0.19,Ki,81.11908,1159.56817,6.4674,0.0,-9.225387715988889,3l4z,5.22082,refined-2018
0,-9.36823,1.8999999999999998e-07,uM,0.19,Ki,97.66442,1427.84281,4.16512,58.58323,-9.225387715988889,4djv,4.18338,refined-2018
0,-7.90097,1.9010000000000001e-07,nM,190.1,Kd,61.08585,1218.82124,0.80532,60.9878,-9.225074061680154,4flp,1.02296,refined-2018
0,-8.06673,1.9e-07,nM,190.0,Ki,125.44928,1485.47322,8.4033,8.14096,-9.225387715988889,4i74,8.52527,refined-2018
0,-8.09795,1.8999999999999998e-07,uM,0.19,Kd,117.78718,1339.82091,3.7519,39.38756,-9.225387715988889,4o0a,2.4884,refined-2018
0,-7.83052,1.91e-07,nM,191.0,Kd,165.95056,2163.80492,7.28293,0.0,-9.222258574945158,5o58,9.27451,refined-2018
0,-11.50203,1.8999999999999998e-07,uM,0.19,Ki,102.38794,2030.01119,1.0,88.27892,-9.225387715988889,5vb7,1.88334,refined-2018
0,-8.84459,1.85e-07,nM,185.0,Ki,108.67378,1140.74238,10.31064,31.80952,-9.241284658074566,1wvj,7.46926,refined-2018
0,-8.48576,1.881e-07,nM,188.1,Kd,110.77842,1018.58942,5.50131,16.64691,-9.231378721191161,4pum,4.49192,refined-2018
0,-4.97997,1.85e-07,nM,185.0,Ki,57.52878,1151.96398,3.38463,1.51205,-9.241284658074566,4r5b,3.39777,refined-2018
0,-7.97704,1.85e-07,uM,0.185,Kd,115.88814,1451.46577,3.9737,49.52732,-9.241284658074566,4w9h,5.00813,refined-2018
0,-8.84377,1.85e-07,nM,185.0,Kd,70.23367,1317.03927,2.70528,34.20682,-9.241284658074566,5am6,2.61589,refined-2018
0,-8.91295,1.8700000000000002e-07,nM,187.0,Kd,90.25552,1625.73491,2.29075,34.58243,-9.234874918896736,5ia0,2.51735,refined-2018
0,-6.41993,1.85e-07,uM,0.185,Kd,97.16972,1466.19694,5.46551,36.99247,-9.241284658074566,5js3,5.02611,refined-2018
0,-7.39052,1.8e-07,uM,0.18,Ki,95.0647,1285.89978,4.09204,4.40205,-9.2576171865881,1add,4.10372,refined-2018
0,-6.9664,1.8e-07,uM,0.18,Kd,98.72887,869.62047,6.81882,54.52322,-9.2576171865881,1usi,6.57958,refined-2018
0,-6.24279,1.8000000000000002e-07,nM,180.0,Ki,85.9249,1597.72855,6.87573,31.52064,-9.2576171865881,2x91,6.71171,refined-2018
0,-9.38082,1.8000000000000002e-07,nM,180.0,Ki,111.11771,1437.17304,2.57463,56.32211,-9.2576171865881,2zc9,2.26988,refined-2018
0,-7.9849,1.8000000000000002e-07,nM,180.0,Ki,97.07081,1270.55726,5.85153,33.63952,-9.2576171865881,2zgx,4.00489,refined-2018
0,-5.62928,1.8000000000000002e-07,nM,180.0,Kd,104.29918,1084.19374,4.72973,0.0,-9.2576171865881,3dgo,4.14453,refined-2018
0,-7.81545,1.8e-07,uM,0.18,Kd,117.46022,1523.12483,21.80418,0.0,-9.2576171865881,3fzy,13.75271,refined-2018
0,-6.85451,1.8e-07,uM,0.18,Kd,71.11551,1354.09296,2.12594,24.75147,-9.2576171865881,3m67,3.0714,refined-2018
0,-6.52754,1.8000000000000002e-07,nM,180.0,Ki,54.92718,1150.52307,1.76981,51.28143,-9.2576171865881,3oim,3.17335,refined-2018
0,-10.30163,1.8000000000000002e-07,nM,180.0,Ki,196.35601,2855.22751,6.94279,72.38052,-9.2576171865881,4ca6,8.90163,refined-2018
0,-6.44777,1.8e-07,uM,0.18,Ki,103.55908,1301.65435,6.34721,26.56975,-9.2576171865881,4ew3,4.63721,refined-2018
0,-9.87433,1.84e-07,nM,184.0,Kd,84.26295,1287.65398,1.34101,68.43809,-9.244515560293038,4f9y,1.4523,refined-2018
0,-5.64344,1.82e-07,uM,0.182,Kd,84.4331,992.37034,8.0807,55.07988,-9.251030379237276,4lxz,7.55131,refined-2018
0,-10.02547,1.8200000000000002e-07,nM,182.0,Kd,106.78358,1649.10008,3.02815,45.26934,-9.251030379237276,5nk2,2.53068,refined-2018
0,-6.34356,1.7899999999999997e-07,uM,0.179,Ki,80.23826,1112.29666,4.89538,35.77869,-9.260938086542081,3ikd,4.50196,refined-2018
0,-9.70335,1.7899999999999997e-07,uM,0.179,Ki,114.03733,1483.35757,2.78463,50.19779,-9.260938086542081,4cwt,2.37301,refined-2018
0,-5.73916,1.72e-07,nM,172.0,Ki,91.17104,1196.35803,2.67007,1.10686,-9.284717307775255,2on6,4.88863,refined-2018
0,-8.53648,1.72e-07,nM,172.0,Kd,98.15412,1722.69998,9.90353,51.46496,-9.284717307775255,4pvx,10.08777,refined-2018
0,-7.3877,1.75e-07,uM,0.175,Kd,116.16442,1473.86881,7.24618,6.64244,-9.274409846347949,5wa9,5.63897,refined-2018
0,-7.46912,1.7000000000000001e-07,uM,0.17,Ki,120.11864,1330.83294,7.82642,16.68404,-9.291689317078095,1o30,6.38189,refined-2018
0,-6.89295,1.7000000000000001e-07,uM,0.17,Ki,95.07727,1016.28253,6.57169,10.69149,-9.291689317078095,1o3j,5.66053,refined-2018
0,-9.30706,1.7000000000000001e-07,uM,0.17,Ki,91.2329,1359.68497,1.73388,81.94955,-9.291689317078095,1om1,4.46965,refined-2018
0,-7.14895,1.7000000000000001e-07,uM,0.17,Ki,118.27489,1651.69889,10.19005,46.28979,-9.291689317078095,1ony,7.72825,refined-2018
0,-5.04593,1.7000000000000001e-07,nM,170.0,Ki,114.21013,1471.3434,4.89321,22.02419,-9.291689317078095,1qb1,9.0347,refined-2018
0,-6.29572,1.71e-07,nM,171.0,Ki,73.94717,697.39246,9.22169,12.21311,-9.28819311937252,3fas,4.90462,refined-2018
0,-8.85256,1.6900000000000002e-07,nM,169.0,Ki,107.85904,1270.81401,10.55752,12.93769,-9.295206141438111,3fvn,6.66502,refined-2018
0,-4.89477,1.7000000000000001e-07,uM,0.17,Kd,68.02111,965.97399,2.65705,19.6497,-9.291689317078095,3m40,4.1178,refined-2018
0,-9.90744,1.7000000000000001e-07,uM,0.17,Ki,94.18356,1323.33179,1.0,42.53308,-9.291689317078095,4cwp,1.06726,refined-2018
0,-14.37858,1.7000000000000001e-07,uM,0.17,Kd,171.10245,2513.93425,8.45373,0.0,-9.291689317078095,4loi,7.47533,refined-2018
0,-7.1063,1.7000000000000001e-07,nM,170.0,Ki,100.39087,1527.15289,1.85906,26.5268,-9.291689317078095,4x48,4.59331,refined-2018
0,-6.92128,1.7000000000000001e-07,uM,0.17,Ki,72.60328,1296.87445,2.07333,64.89353,-9.291689317078095,5ayt,5.75818,refined-2018
